mes;provincia;municipio;cuit;razon_social;pago;monto
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC GT      PAGO 6";424814.50
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 1";347922.58
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 4";460363.85
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 5";65202.27
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";30-54669877-3;"COMPANIA MICROOMNIBUS LA COLORADA SACI";"RCC SD      PAGO 7";30142.60
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 1";2414035.92
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 4";101985.24
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 5";2264529.94
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 6";1422025.99
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 1";1723829.16
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 4";2410202.52
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 5";192143.05
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"FLORENCIO VARELA";33-56815582-9;"TRANSPORTES SAN JUAN BAUTISTA SA";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 1";1261757.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 4";53497.66
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 5";809052.94
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 6";836747.32
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 1";667365.25
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 4";911732.96
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 5";127381.36
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"GENERAL RODRIGUEZ";33-54634954-9;"TRANSPORTES LA PERLITA S.A.";"RCC SD      PAGO 7";66180.72
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 1";2208060.47
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 4";93283.44
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 5";1566285.30
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 6";1500952.64
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 1";1724462.73
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 4";2298084.02
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 5";195458.25
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"GENERAL SAN MARTIN";30-54653274-3;"COMPAÑIA LA ISLEÑA S.R.L.";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 1";202741.86
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 4";8565.19
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 5";155913.93
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 6";140009.81
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 1";222607.69
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 4";336985.38
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 5";11388.99
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 7";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 1";716336.64
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 4";30262.92
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 5";547154.46
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 6";469141.40
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 1";354061.93
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 4";445613.65
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 5";64507.66
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 7";31301.88
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 1";1825394.78
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 4";77117.05
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 5";1479881.68
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 6";1087821.27
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 1";1047055.09
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 4";1256977.06
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 5";185859.99
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 7";81723.79
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 1";1953782.60
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 4";82541.02
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 5";1362711.52
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 6";1242537.85
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 1";1392244.37
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 4";1793850.85
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 5";186164.79
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 7";42767.71
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 1";2810560.74
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 4";118737.14
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 5";2184905.85
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 6";1857214.47
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 1";1870359.85
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 4";2455948.77
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 5";204167.74
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 7";99358.94
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 1";1091624.07
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 4";46117.60
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 5";874808.32
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 6";732516.79
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 1";521249.32
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 4";686199.40
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 5";97390.89
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 7";40383.69
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 1";2403916.95
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 4";101557.75
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 5";1955893.61
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 6";1630363.06
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 1";1423743.85
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 4";1717533.10
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 5";253398.19
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 6";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 7";93003.96
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 1";6243904.29
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 4";263784.84
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 5";4806705.74
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 6";4102289.39
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 7";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 8";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 1";3539667.46
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 2";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 3";0.00
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 4";4276142.13
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 5";630479.80
01/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 6";0.00
